Idade,Genero,Estados,Cargo,Carreira,Faixa salarial,Experiencia,Raça
41,Masculino,São Paulo (SP),Analista de BI,Sênior,22500.0,Mais de 10 anos,Branca
33,Masculino,Minas Gerais (MG),Engenheiro de dados,Pleno,10000.0,de 3 a 4 anos,Parda
33,Feminino,Bahia (BA),Engenheiro de dados,Sênior,10000.0,Mais de 10 anos,Parda
35,Masculino,São Paulo (SP),Outra opção,Sênior,22500.0,de 3 a 4 anos,Parda
35,Masculino,São Paulo (SP),Analista de BI,Sênior,10000.0,de 1 a 2 anos,Branca
33,Masculino,São Paulo (SP),,,10000.0,de 4 a 6 anos,Branca
48,Masculino,São Paulo (SP),,,10000.0,Menos de 1 ano,Branca
40,Feminino,São Paulo (SP),,,,,Branca
33,Masculino,Rio Grande do Sul (RS),Outra opção,Sênior,10000.0,Mais de 10 anos,Branca
23,Masculino,Paraná (PR),Analista de BI,Júnior,2500.0,de 1 a 2 anos,Preta
22,Feminino,São Paulo (SP),Outra opção,Pleno,5000.0,de 4 a 6 anos,Parda
30,Masculino,Minas Gerais (MG),Analista de BI,Pleno,3500.0,de 3 a 4 anos,Parda
41,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 4 a 6 anos,Parda
22,Masculino,São Paulo (SP),Analista de BI,Júnior,2500.0,de 1 a 2 anos,Parda
37,Masculino,Bahia (BA),Outra opção,Sênior,14000.0,Mais de 10 anos,Branca
33,Masculino,São Paulo (SP),Analista de BI,Sênior,10000.0,de 7 a 10 anos,Branca
34,Feminino,São Paulo (SP),Outra opção,Júnior,3500.0,Não tenho experiência na área de dados,Branca
38,Masculino,Paraná (PR),Analista de BI,Júnior,7000.0,Mais de 10 anos,Parda
27,Masculino,Rio de Janeiro (RJ),Analista de BI,Sênior,7000.0,de 1 a 2 anos,Branca
33,Masculino,São Paulo (SP),Cientista de dados,Sênior,10000.0,de 3 a 4 anos,Branca
35,Masculino,Paraná (PR),Outra opção,Pleno,2500.0,Não tenho experiência na área de dados,Branca
30,Prefiro não informar,Rio de Janeiro (RJ),Engenheiro de dados,Júnior,7000.0,de 1 a 2 anos,Preta
38,Feminino,,Outra opção,Pleno,1000.0,Não tenho experiência na área de dados,Branca
22,Feminino,Minas Gerais (MG),Analista de BI,Júnior,1500.0,de 1 a 2 anos,Parda
35,Masculino,São Paulo (SP),,,18000.0,de 5 a 6 anos,Branca
23,Feminino,Rio Grande do Sul (RS),Cientista de dados,Júnior,5000.0,de 3 a 4 anos,Branca
32,Masculino,Alagoas (AL),Outra opção,Sênior,14000.0,Mais de 10 anos,Branca
27,Masculino,Rio Grande do Sul (RS),,,14000.0,de 3 a 4 anos,Branca
32,Masculino,São Paulo (SP),,,14000.0,de 7 a 10 anos,Branca
34,Masculino,Santa Catarina (SC),Engenheiro de dados,Sênior,27500.0,de 4 a 6 anos,Branca
25,Masculino,Paraná (PR),,,,,Outra
34,Masculino,Minas Gerais (MG),Analista de Dados,Júnior,2500.0,Menos de 1 ano,Branca
34,Masculino,Minas Gerais (MG),Cientista de dados,Sênior,10000.0,de 4 a 6 anos,Parda
42,Masculino,São Paulo (SP),,,22500.0,de 1 a 2 anos,Branca
25,Masculino,Distrito Federal (DF),,,,,Parda
36,Masculino,Santa Catarina (SC),Analista de BI,Pleno,3500.0,de 4 a 6 anos,Parda
33,Masculino,Minas Gerais (MG),Analista de Dados,Júnior,5000.0,Menos de 1 ano,Parda
30,Masculino,Ceará (CE),Engenheiro de dados,Júnior,5000.0,de 1 a 2 anos,Parda
40,Masculino,Rio de Janeiro (RJ),Cientista de dados,Sênior,18000.0,de 7 a 10 anos,Preta
28,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,de 1 a 2 anos,Branca
34,Feminino,Pernambuco (PE),Analista de BI,Júnior,2500.0,de 1 a 2 anos,Parda
33,Masculino,Rio de Janeiro (RJ),,,18000.0,de 7 a 10 anos,Branca
28,Feminino,São Paulo (SP),Analista de Dados,Júnior,5000.0,de 1 a 2 anos,Amarela
41,Masculino,São Paulo (SP),Analista de BI,Sênior,10000.0,Mais de 10 anos,Branca
31,Masculino,São Paulo (SP),,,22500.0,de 7 a 10 anos,Branca
36,Masculino,Minas Gerais (MG),Analista de Dados,Sênior,10000.0,de 1 a 2 anos,Branca
28,Masculino,São Paulo (SP),Cientista de dados,Júnior,5000.0,de 1 a 2 anos,Branca
36,Feminino,São Paulo (SP),Outra opção,Sênior,14000.0,de 7 a 10 anos,Branca
31,Feminino,São Paulo (SP),Cientista de dados,Pleno,14000.0,de 1 a 2 anos,Branca
35,Masculino,Paraná (PR),Engenheiro de dados,Sênior,10000.0,de 3 a 4 anos,Branca
35,Feminino,São Paulo (SP),,,18000.0,Mais de 10 anos,Branca
24,Masculino,Minas Gerais (MG),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Parda
26,Feminino,Minas Gerais (MG),Engenheiro de dados,Pleno,5000.0,de 1 a 2 anos,Branca
24,Masculino,São Paulo (SP),Analista de Dados,Sênior,14000.0,de 5 a 6 anos,Parda
35,Feminino,Bahia (BA),Analista de BI,Júnior,5000.0,de 1 a 2 anos,Branca
44,Masculino,Paraná (PR),,,22500.0,de 7 a 10 anos,Branca
33,Feminino,Minas Gerais (MG),Analista de Dados,Pleno,7000.0,de 1 a 2 anos,Branca
29,Feminino,São Paulo (SP),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca
36,Feminino,São Paulo (SP),Analista de BI,Pleno,3500.0,Mais de 10 anos,Preta
31,Feminino,São Paulo (SP),Outra opção,Sênior,10000.0,de 3 a 4 anos,Prefiro não informar
27,Masculino,Minas Gerais (MG),Cientista de dados,Sênior,14000.0,de 5 a 6 anos,Branca
34,Masculino,São Paulo (SP),Analista de Dados,Sênior,18000.0,de 5 a 6 anos,Branca
26,Feminino,São Paulo (SP),,,18000.0,de 3 a 4 anos,Branca
20,Masculino,São Paulo (SP),,,,,Branca
25,Masculino,Paraná (PR),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Branca
30,Feminino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 4 a 6 anos,Branca
37,Masculino,São Paulo (SP),Analista de Dados,Júnior,5000.0,de 1 a 2 anos,Parda
29,Masculino,Santa Catarina (SC),Analista de BI,Sênior,7000.0,de 3 a 4 anos,Branca
27,Masculino,São Paulo (SP),Analista de Dados,Júnior,7000.0,Menos de 1 ano,Branca
27,Masculino,São Paulo (SP),Analista de BI,Júnior,5000.0,de 3 a 4 anos,Branca
42,Feminino,Rio de Janeiro (RJ),Engenheiro de dados,Sênior,14000.0,Mais de 10 anos,Parda
47,Masculino,São Paulo (SP),,,14000.0,de 7 a 10 anos,Parda
29,Masculino,São Paulo (SP),Analista de Dados,Pleno,14000.0,de 4 a 6 anos,Branca
23,Masculino,São Paulo (SP),Analista de Dados,Pleno,2500.0,Menos de 1 ano,Branca
30,Feminino,São Paulo (SP),Outra opção,Júnior,1500.0,Menos de 1 ano,Branca
31,Masculino,Distrito Federal (DF),,,,,Preta
33,Masculino,São Paulo (SP),,,22500.0,de 5 a 6 anos,Amarela
26,Feminino,Paraná (PR),Analista de Dados,Pleno,5000.0,de 1 a 2 anos,Branca
24,Masculino,Minas Gerais (MG),Analista de Dados,Júnior,3500.0,de 3 a 4 anos,Parda
41,Masculino,Mato Grosso do Sul (MS),Engenheiro de dados,Sênior,22500.0,Mais de 10 anos,Branca
22,Masculino,Espírito Santo (ES),Cientista de dados,Júnior,5000.0,de 1 a 2 anos,Parda
30,Masculino,Minas Gerais (MG),Analista de Dados,Pleno,3500.0,de 7 a 10 anos,Amarela
44,Masculino,Rio Grande do Sul (RS),Cientista de dados,Sênior,22500.0,Mais de 10 anos,Branca
30,Masculino,Mato Grosso (MT),Cientista de dados,Júnior,1500.0,Menos de 1 ano,Indígena
26,Masculino,Espírito Santo (ES),Analista de BI,Sênior,10000.0,de 3 a 4 anos,Preta
30,Feminino,São Paulo (SP),,,22500.0,de 7 a 10 anos,Branca
40,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,10000.0,de 1 a 2 anos,Branca
36,Masculino,Paraná (PR),Outra opção,Sênior,14000.0,Mais de 10 anos,Parda
38,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,Mais de 10 anos,Branca
35,Masculino,Goiás (GO),Analista de BI,Pleno,2500.0,Menos de 1 ano,Preta
36,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,de 4 a 6 anos,Parda
29,Feminino,Minas Gerais (MG),Analista de BI,Sênior,7000.0,de 4 a 6 anos,Branca
32,Feminino,,Analista de Dados,Júnior,10000.0,de 1 a 2 anos,Branca
23,Feminino,Rio de Janeiro (RJ),Cientista de dados,Júnior,5000.0,de 1 a 2 anos,Parda
25,Masculino,Ceará (CE),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Branca
28,Masculino,São Paulo (SP),,,10000.0,de 3 a 4 anos,Amarela
63,Masculino,São Paulo (SP),,,,,Parda
32,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,7000.0,de 3 a 4 anos,Branca
30,Feminino,Alagoas (AL),Cientista de dados,Júnior,10000.0,de 1 a 2 anos,Branca
32,Masculino,Minas Gerais (MG),Engenheiro de dados,Sênior,10000.0,de 7 a 10 anos,Branca
29,Masculino,São Paulo (SP),Analista de BI,Sênior,10000.0,de 5 a 6 anos,Parda
31,Feminino,Minas Gerais (MG),,,7000.0,de 1 a 2 anos,Branca
36,Masculino,Santa Catarina (SC),,,14000.0,Mais de 10 anos,Parda
29,Feminino,Minas Gerais (MG),,,,,Branca
25,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,de 1 a 2 anos,Branca
38,Masculino,São Paulo (SP),,,27500.0,de 3 a 4 anos,Branca
53,Feminino,São Paulo (SP),,,40000.0,Mais de 10 anos,Amarela
42,Masculino,São Paulo (SP),Outra opção,Sênior,35000.0,Não tenho experiência na área de dados,Branca
29,Masculino,Rio de Janeiro (RJ),Analista de BI,Sênior,22500.0,de 5 a 6 anos,Branca
22,Masculino,Paraná (PR),Analista de BI,Júnior,1500.0,Menos de 1 ano,Branca
39,Feminino,Paraíba (PB),,,,,Branca
27,Masculino,Santa Catarina (SC),Analista de BI,Pleno,5000.0,de 1 a 2 anos,Branca
29,Masculino,São Paulo (SP),Cientista de dados,Pleno,7000.0,de 1 a 2 anos,Branca
47,Feminino,Ceará (CE),,,14000.0,Mais de 10 anos,Parda
57,Masculino,Mato Grosso (MT),,,7000.0,Mais de 10 anos,Parda
32,Masculino,Santa Catarina (SC),Analista de Dados,Sênior,18000.0,de 4 a 6 anos,Branca
27,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 5 a 6 anos,Parda
60,Masculino,Rio de Janeiro (RJ),,,27500.0,Mais de 10 anos,Branca
28,Feminino,Rio de Janeiro (RJ),Analista de Dados,Júnior,2500.0,Menos de 1 ano,Branca
42,Masculino,Rio de Janeiro (RJ),Outra opção,Júnior,1000.0,Menos de 1 ano,Parda
29,Feminino,Paraná (PR),Cientista de dados,Pleno,5000.0,de 3 a 4 anos,Branca
57,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,Mais de 10 anos,Branca
37,Masculino,São Paulo (SP),,,35000.0,de 7 a 10 anos,Branca
27,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Branca
29,Masculino,Sergipe (SE),Cientista de dados,Sênior,10000.0,de 3 a 4 anos,Branca
44,Masculino,Paraná (PR),Analista de Dados,Sênior,14000.0,Mais de 10 anos,Parda
20,Masculino,Pernambuco (PE),Analista de BI,Júnior,1000.0,Menos de 1 ano,Parda
27,Masculino,São Paulo (SP),Analista de BI,Júnior,5000.0,de 1 a 2 anos,Parda
41,Masculino,São Paulo (SP),,,27500.0,de 3 a 4 anos,Branca
27,Masculino,São Paulo (SP),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Branca
29,Masculino,São Paulo (SP),Cientista de dados,Sênior,18000.0,de 4 a 6 anos,Branca
28,Masculino,São Paulo (SP),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Preta
51,Masculino,Minas Gerais (MG),,,18000.0,de 1 a 2 anos,Parda
40,Masculino,São Paulo (SP),Outra opção,Sênior,14000.0,de 1 a 2 anos,Parda
26,Masculino,São Paulo (SP),Outra opção,Sênior,10000.0,de 7 a 10 anos,Branca
25,Masculino,Minas Gerais (MG),Analista de Dados,Júnior,5000.0,de 1 a 2 anos,Branca
44,Masculino,Paraná (PR),Analista de BI,Sênior,5000.0,de 7 a 10 anos,Branca
30,Masculino,Santa Catarina (SC),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Branca
39,Masculino,Bahia (BA),Engenheiro de dados,Sênior,22500.0,de 4 a 6 anos,Branca
21,Masculino,São Paulo (SP),Analista de Dados,Júnior,2500.0,Menos de 1 ano,Parda
30,Masculino,Minas Gerais (MG),Cientista de dados,Sênior,10000.0,de 5 a 6 anos,Branca
34,Masculino,Rio de Janeiro (RJ),,,10000.0,Mais de 10 anos,Parda
26,Masculino,Alagoas (AL),,,,,Preta
28,Masculino,São Paulo (SP),Outra opção,Sênior,18000.0,Não tenho experiência na área de dados,Branca
25,Masculino,Rio de Janeiro (RJ),Cientista de dados,Pleno,5000.0,de 3 a 4 anos,Branca
31,Masculino,Rio Grande do Sul (RS),Analista de BI,Sênior,10000.0,Mais de 10 anos,Branca
27,Feminino,Paraná (PR),Analista de Dados,Júnior,3500.0,de 1 a 2 anos,Branca
29,Feminino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Parda
25,Masculino,Alagoas (AL),Cientista de dados,Sênior,18000.0,de 3 a 4 anos,Parda
37,Masculino,Paraná (PR),Analista de Dados,Sênior,14000.0,de 7 a 10 anos,Branca
28,Feminino,Mato Grosso (MT),Analista de BI,Sênior,5000.0,de 5 a 6 anos,Preta
55,Masculino,Rio de Janeiro (RJ),Outra opção,Sênior,14000.0,de 3 a 4 anos,Branca
32,Masculino,São Paulo (SP),,,,,Parda
29,Feminino,São Paulo (SP),Analista de Dados,Pleno,10000.0,de 3 a 4 anos,Branca
37,Masculino,Santa Catarina (SC),Cientista de dados,Sênior,18000.0,de 5 a 6 anos,Parda
28,Masculino,Paraná (PR),,,,,Branca
28,Masculino,São Paulo (SP),Analista de Dados,Júnior,5000.0,de 3 a 4 anos,Preta
37,Feminino,São Paulo (SP),,,,,Parda
31,Masculino,São Paulo (SP),,,18000.0,de 4 a 6 anos,Branca
26,Masculino,Minas Gerais (MG),Analista de Dados,Júnior,3500.0,de 1 a 2 anos,Branca
31,Masculino,São Paulo (SP),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Branca
27,Masculino,Paraná (PR),,,,,Branca
30,Feminino,São Paulo (SP),,,,,Parda
31,Masculino,Ceará (CE),,,,,Branca
26,Masculino,Rio Grande do Norte (RN),Analista de Dados,Sênior,14000.0,de 5 a 6 anos,Branca
34,Masculino,Alagoas (AL),Analista de Dados,Pleno,3500.0,de 7 a 10 anos,Parda
44,Masculino,Rio de Janeiro (RJ),,,,,Branca
38,Masculino,São Paulo (SP),Analista de Dados,Júnior,3500.0,Menos de 1 ano,Parda
40,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,18000.0,de 3 a 4 anos,Preta
23,Masculino,Paraná (PR),Analista de Dados,Pleno,10000.0,de 1 a 2 anos,Branca
28,Feminino,Minas Gerais (MG),Analista de Dados,Pleno,27500.0,de 7 a 10 anos,Parda
40,Masculino,Ceará (CE),,,7000.0,Mais de 10 anos,Parda
43,Masculino,Maranhão (MA),,,14000.0,de 1 a 2 anos,Parda
23,Feminino,São Paulo (SP),,,,,Branca
38,Masculino,São Paulo (SP),,,40000.0,Mais de 10 anos,Parda
36,Masculino,Rio Grande do Sul (RS),Engenheiro de dados,Sênior,10000.0,de 4 a 6 anos,Branca
24,Feminino,Minas Gerais (MG),Analista de Dados,Pleno,3500.0,de 3 a 4 anos,Branca
41,Masculino,,Analista de Dados,Pleno,40000.0,de 5 a 6 anos,Branca
30,Feminino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 7 a 10 anos,Branca
23,Masculino,Bahia (BA),Analista de Dados,Júnior,1500.0,Menos de 1 ano,Branca
23,Masculino,Paraná (PR),Analista de Dados,Júnior,5000.0,de 1 a 2 anos,Branca
27,Feminino,São Paulo (SP),Analista de Dados,Pleno,10000.0,de 1 a 2 anos,Branca
29,Masculino,Distrito Federal (DF),Cientista de dados,Sênior,18000.0,de 7 a 10 anos,Branca
31,Masculino,Alagoas (AL),Cientista de dados,Pleno,5000.0,de 1 a 2 anos,Preta
50,Masculino,Bahia (BA),Outra opção,Sênior,10000.0,Mais de 10 anos,Branca
29,Feminino,Rio Grande do Norte (RN),Analista de BI,Sênior,10000.0,de 3 a 4 anos,Branca
35,Feminino,Paraná (PR),Analista de Dados,Sênior,14000.0,de 7 a 10 anos,Parda
46,Feminino,São Paulo (SP),,,,,Branca
30,Masculino,Rio Grande do Sul (RS),Analista de BI,Pleno,5000.0,de 5 a 6 anos,Branca
31,Masculino,,,,22500.0,de 4 a 6 anos,Branca
27,Feminino,Bahia (BA),,,,,Branca
21,Masculino,Rio Grande do Sul (RS),,,,,Branca
32,Masculino,São Paulo (SP),Cientista de dados,Júnior,10000.0,de 3 a 4 anos,Branca
30,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,de 1 a 2 anos,Branca
27,Masculino,São Paulo (SP),Analista de Dados,Pleno,3500.0,Menos de 1 ano,Branca
28,Masculino,São Paulo (SP),Outra opção,Júnior,10000.0,Não tenho experiência na área de dados,Branca
43,Masculino,Distrito Federal (DF),,,18000.0,Mais de 10 anos,Branca
34,Feminino,São Paulo (SP),,,18000.0,Mais de 10 anos,Branca
34,Masculino,São Paulo (SP),Outra opção,Sênior,14000.0,de 4 a 6 anos,Branca
27,Masculino,Rio de Janeiro (RJ),Analista de Dados,Júnior,5000.0,de 1 a 2 anos,Preta
35,Masculino,Rio de Janeiro (RJ),Analista de BI,Sênior,10000.0,de 3 a 4 anos,Branca
23,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Pleno,7000.0,de 1 a 2 anos,Branca
50,Masculino,Pernambuco (PE),,,18000.0,Mais de 10 anos,Branca
48,Masculino,Rondônia (RO),,,10000.0,Não tenho experiência na área de dados,Branca
35,Feminino,Minas Gerais (MG),Outra opção,Pleno,3500.0,Menos de 1 ano,Parda
31,Feminino,São Paulo (SP),Engenheiro de dados,Pleno,10000.0,de 4 a 6 anos,Branca
35,Masculino,São Paulo (SP),,,,,Amarela
43,Masculino,São Paulo (SP),,,40000.0,Mais de 10 anos,Branca
25,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,7000.0,de 1 a 2 anos,Branca
35,Feminino,Rio de Janeiro (RJ),Cientista de dados,Pleno,14000.0,Menos de 1 ano,Branca
36,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 7 a 10 anos,Branca
26,Masculino,São Paulo (SP),Analista de BI,Pleno,10000.0,de 5 a 6 anos,Branca
43,Masculino,Rio de Janeiro (RJ),Outra opção,Sênior,27500.0,Menos de 1 ano,Branca
38,Masculino,São Paulo (SP),Analista de BI,Júnior,5000.0,de 1 a 2 anos,Branca
29,Feminino,Pernambuco (PE),Engenheiro de dados,Pleno,10000.0,de 3 a 4 anos,Branca
31,Masculino,Minas Gerais (MG),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Branca
22,Masculino,Sergipe (SE),Outra opção,Pleno,1000.0,Menos de 1 ano,Preta
38,Feminino,Santa Catarina (SC),Analista de Dados,Júnior,3500.0,Menos de 1 ano,Preta
38,Masculino,Rio de Janeiro (RJ),Outra opção,Sênior,7000.0,Menos de 1 ano,Branca
21,Masculino,Rio Grande do Sul (RS),Analista de BI,Júnior,1500.0,de 1 a 2 anos,Branca
27,Feminino,São Paulo (SP),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca
29,Masculino,Rio Grande do Sul (RS),,,,,Branca
39,Prefiro não informar,São Paulo (SP),,,,,Branca
49,Masculino,São Paulo (SP),Analista de Dados,Sênior,14000.0,de 5 a 6 anos,Parda
28,Masculino,Espírito Santo (ES),Engenheiro de dados,Júnior,5000.0,de 1 a 2 anos,Preta
26,Masculino,Rio de Janeiro (RJ),Cientista de dados,Júnior,5000.0,Menos de 1 ano,Branca
27,Masculino,Minas Gerais (MG),Outra opção,Júnior,10000.0,de 1 a 2 anos,Branca
27,Masculino,Sergipe (SE),Cientista de dados,Pleno,5000.0,de 1 a 2 anos,Preta
34,Masculino,São Paulo (SP),Cientista de dados,Júnior,3500.0,de 1 a 2 anos,Branca
34,Masculino,Santa Catarina (SC),,,,,Parda
40,Masculino,Paraná (PR),,,10000.0,de 7 a 10 anos,Branca
35,Feminino,São Paulo (SP),Outra opção,Pleno,5000.0,de 1 a 2 anos,Branca
27,Masculino,Espírito Santo (ES),Cientista de dados,Pleno,14000.0,de 3 a 4 anos,Branca
39,Masculino,Bahia (BA),Cientista de dados,Júnior,7000.0,Menos de 1 ano,Branca
38,Masculino,Maranhão (MA),Outra opção,Sênior,10000.0,de 1 a 2 anos,Parda
31,Feminino,Pernambuco (PE),,,,,Branca
27,Masculino,Paraná (PR),Engenheiro de dados,Pleno,5000.0,de 1 a 2 anos,Branca
24,Masculino,Mato Grosso (MT),Analista de Dados,Sênior,7000.0,de 5 a 6 anos,Branca
26,Feminino,São Paulo (SP),Analista de Dados,Pleno,7000.0,de 1 a 2 anos,Branca
34,Masculino,Goiás (GO),Analista de Dados,Pleno,7000.0,de 1 a 2 anos,Branca
31,Masculino,Rio Grande do Sul (RS),,,,,Branca
26,Feminino,São Paulo (SP),Analista de Dados,Pleno,7000.0,de 7 a 10 anos,Branca
30,Masculino,São Paulo (SP),Analista de Dados,Pleno,7000.0,de 1 a 2 anos,Branca
32,Masculino,São Paulo (SP),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Parda
26,Masculino,Pará (PA),,,14000.0,de 3 a 4 anos,Branca
33,Masculino,São Paulo (SP),,,14000.0,de 4 a 6 anos,Preta
21,Masculino,Goiás (GO),,,,,Branca
25,Feminino,São Paulo (SP),,,7000.0,Não tenho experiência na área de dados,Preta
37,Feminino,Paraná (PR),Engenheiro de dados,Sênior,14000.0,Mais de 10 anos,Preta
30,Masculino,Espírito Santo (ES),,,14000.0,de 4 a 6 anos,Parda
33,Feminino,,Engenheiro de dados,Pleno,35000.0,de 4 a 6 anos,Branca
30,Masculino,Minas Gerais (MG),,,,,Branca
21,Masculino,Bahia (BA),Engenheiro de dados,Júnior,1000.0,de 1 a 2 anos,Branca
33,Masculino,São Paulo (SP),Cientista de dados,Sênior,18000.0,de 4 a 6 anos,Branca
28,Feminino,São Paulo (SP),Analista de BI,Sênior,14000.0,de 5 a 6 anos,Parda
25,Masculino,Rio Grande do Norte (RN),Analista de BI,Pleno,5000.0,de 1 a 2 anos,Parda
30,Masculino,Sergipe (SE),Cientista de dados,Júnior,10000.0,de 1 a 2 anos,Branca
34,Feminino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 5 a 6 anos,Preta
33,Masculino,Espírito Santo (ES),Engenheiro de dados,Sênior,14000.0,de 3 a 4 anos,Branca
40,Masculino,São Paulo (SP),Outra opção,Pleno,18000.0,de 3 a 4 anos,Parda
32,Masculino,São Paulo (SP),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca
26,Masculino,São Paulo (SP),Cientista de dados,Sênior,10000.0,de 3 a 4 anos,Branca
49,Masculino,São Paulo (SP),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca
43,Masculino,Santa Catarina (SC),Analista de Dados,Sênior,14000.0,Mais de 10 anos,Branca
39,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,Menos de 1 ano,Branca
27,Masculino,,Engenheiro de dados,Sênior,35000.0,de 3 a 4 anos,Branca
38,Masculino,São Paulo (SP),Outra opção,Sênior,2500.0,Menos de 1 ano,Preta
29,Masculino,São Paulo (SP),Analista de BI,Pleno,10000.0,Menos de 1 ano,Parda
27,Feminino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 3 a 4 anos,Branca
38,Feminino,Distrito Federal (DF),Cientista de dados,Júnior,10000.0,de 1 a 2 anos,Branca
42,Masculino,Minas Gerais (MG),,,22500.0,Mais de 10 anos,Preta
23,Masculino,Rio Grande do Sul (RS),Outra opção,Pleno,5000.0,de 3 a 4 anos,Branca
24,Masculino,São Paulo (SP),Analista de Dados,Sênior,7000.0,de 3 a 4 anos,Parda
24,Feminino,Santa Catarina (SC),Analista de BI,Júnior,2500.0,Menos de 1 ano,Branca
32,Masculino,São Paulo (SP),,,22500.0,de 5 a 6 anos,Branca
24,Masculino,Ceará (CE),,,,,Parda
38,Feminino,São Paulo (SP),Analista de Dados,Júnior,5000.0,de 1 a 2 anos,Parda
34,Masculino,São Paulo (SP),,,18000.0,de 5 a 6 anos,Branca
28,Masculino,Espírito Santo (ES),Analista de Dados,Sênior,14000.0,de 5 a 6 anos,Parda
43,Masculino,São Paulo (SP),,,22500.0,de 1 a 2 anos,Parda
51,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,Mais de 10 anos,Parda
48,Masculino,São Paulo (SP),,,22500.0,Mais de 10 anos,Preta
36,Masculino,Santa Catarina (SC),Analista de BI,Sênior,14000.0,de 7 a 10 anos,Branca
25,Feminino,Rio de Janeiro (RJ),Cientista de dados,Sênior,10000.0,de 3 a 4 anos,Branca
35,Feminino,Goiás (GO),Analista de Dados,Júnior,1500.0,Menos de 1 ano,Parda
29,Masculino,São Paulo (SP),Analista de Dados,Júnior,5000.0,Menos de 1 ano,Parda
36,Masculino,Rio Grande do Sul (RS),,,18000.0,de 7 a 10 anos,Branca
28,Masculino,São Paulo (SP),,,18000.0,de 7 a 10 anos,Branca
46,Masculino,Rio Grande do Sul (RS),,,27500.0,Mais de 10 anos,Branca
29,Feminino,Espírito Santo (ES),Analista de BI,Pleno,7000.0,de 1 a 2 anos,Branca
26,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,Menos de 1 ano,Branca
36,Masculino,Paraná (PR),Engenheiro de dados,Sênior,18000.0,de 5 a 6 anos,Branca
27,Feminino,Rio de Janeiro (RJ),Analista de Dados,Pleno,7000.0,de 1 a 2 anos,Parda
31,Masculino,Ceará (CE),,,1500.0,Menos de 1 ano,Branca
27,Masculino,Minas Gerais (MG),Engenheiro de dados,Júnior,3500.0,Menos de 1 ano,Branca
30,Feminino,São Paulo (SP),,,18000.0,de 5 a 6 anos,Branca
73,Masculino,Rio Grande do Norte (RN),,,,,Branca
27,Masculino,São Paulo (SP),Cientista de dados,Júnior,7000.0,de 1 a 2 anos,Parda
24,Feminino,São Paulo (SP),Cientista de dados,Júnior,2500.0,Menos de 1 ano,Branca
38,Feminino,Paraná (PR),Outra opção,Júnior,1000.0,Não tenho experiência na área de dados,Branca
25,Masculino,São Paulo (SP),Outra opção,Júnior,1500.0,Menos de 1 ano,Branca
34,Feminino,,,,5000.0,de 1 a 2 anos,Branca
31,Masculino,São Paulo (SP),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Branca
28,Masculino,São Paulo (SP),Analista de Dados,Pleno,10000.0,de 1 a 2 anos,Parda
31,Masculino,Paraná (PR),Outra opção,Sênior,18000.0,de 4 a 6 anos,Branca
25,Outro,São Paulo (SP),Analista de Dados,Sênior,7000.0,de 3 a 4 anos,Branca
24,Feminino,,Analista de BI,Pleno,7000.0,de 1 a 2 anos,Branca
32,Masculino,Rio de Janeiro (RJ),Analista de Dados,Sênior,10000.0,de 5 a 6 anos,Parda
